tag,timestamp,desc,backend,path,batch,cache,method,elapsed_mean_s,elapsed_min_s,elapsed_median_s,reps,bytes,throughput_MB_s,shape,dtype,hash,ok,error
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,cold,naive_stack,0.16294638897913197,0.16066324297571555,0.1622014709864743,3,34951168,214.49489135028384,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,warm,naive_stack,9.818000253289939e-05,9.677599882707e-05,9.754701750352979e-05,5,273056,2781.177357461373,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,cold,naive_stack,0.00182966598852848,0.0017702059703879058,0.001774032018147409,3,273056,149.23816790167638,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,warm,naive_stack,0.0023864349932409823,0.002371982962358743,0.0023852729937061667,5,2184448,915.3603622922632,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,cold,naive_stack,0.0055897796798187,0.005460585001856089,0.0055611670250073075,3,2184448,390.7932199701385,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,warm,naive_stack,0.005133069783914835,0.005042855977080762,0.0051318699843250215,5,4368896,851.1273339182966,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,cold,naive_stack,0.016798443005730707,0.01626928598852828,0.016907787998206913,3,4368896,260.07743684992545,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,warm,naive_stack,0.011075146205257624,0.0110040950239636,0.011060389981139451,5,8737792,788.9550023142783,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,cold,naive_stack,0.04120100369133676,0.039837587042711675,0.040602489025332034,3,8737792,212.07716359194606,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,warm,naive_stack,0.022780820005573334,0.02268505998654291,0.022715254977811128,5,17475584,767.1183037188562,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,cold,naive_stack,0.07596147900524859,0.06830150098539889,0.07896857801824808,3,17475584,230.0585010830623,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,warm,naive_stack,0.04594322900520638,0.04562138800974935,0.04579075303627178,5,34951168,760.7468773263469,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,cold,naive_stack,0.16436084967184192,0.15988653403474018,0.1637767929933034,3,34951168,212.64898587335418,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,warm,naive_stack,0.00010109840659424662,9.718601359054446e-05,9.944004705175757e-05,5,273056,2700.893210868264,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,cold,naive_stack,0.0018340886454097927,0.0017438759678043425,0.0017754440195858479,3,273056,148.8783002301346,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,warm,naive_stack,0.002349985612090677,0.002313775010406971,0.002344481006730348,5,2184448,929.5580316581575,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,cold,naive_stack,0.005371480675724645,0.005136716994456947,0.005432112026028335,3,2184448,406.67520407774805,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,warm,naive_stack,0.0050194389768876135,0.0049718289519660175,0.0050149139715358615,5,4368896,870.3952812489428,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,cold,naive_stack,0.015836788011559595,0.014534763991832733,0.016042744042351842,3,4368896,275.8700815349081,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,warm,naive_stack,0.010862392000854015,0.010785505990497768,0.010845597018487751,5,8737792,804.4077215509276,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,cold,naive_stack,0.03313926033054789,0.03131745202699676,0.0335956149501726,3,8737792,263.6688903990253,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,warm,naive_stack,0.021870098600629717,0.021641138009727,0.021823242015670985,5,17475584,799.0628812024111,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,cold,naive_stack,0.07634905599600945,0.06729178002569824,0.08041327499086037,3,17475584,228.89063619743246,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,warm,naive_stack,0.042998481600079685,0.042768871993757784,0.04290922300424427,5,34951168,812.8465633990022,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,cold,naive_stack,0.15299428198098516,0.14737112197326496,0.15248239098582417,3,34951168,228.44754423138437,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,warm,read_batch_to_torch,0.00010086798574775458,9.719596710056067e-05,0.00010018103057518601,5,273056,2707.06307829765,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,cold,read_batch_to_torch,0.0021706263457114496,0.0019468230311758816,0.002140823984518647,3,273056,125.79594850098556,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,warm,read_batch_to_torch,0.00032348319655284286,0.00031932099955156446,0.00032306695356965065,5,2184448,6752.894812708324,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,cold,read_batch_to_torch,0.007741440669633448,0.006909137009643018,0.007874261005781591,3,2184448,282.17590151775096,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,warm,read_batch_to_torch,0.000574737973511219,0.0005606350023299456,0.0005729029653593898,5,4368896,7601.544010237073,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,cold,read_batch_to_torch,0.01270565134473145,0.010623342008329928,0.013329687993973494,3,4368896,343.8545479851857,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,warm,read_batch_to_torch,0.0018044020049273967,0.0017771869897842407,0.0018071720260195434,5,8737792,4842.486306343681,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,cold,read_batch_to_torch,0.012436272654061517,0.011242073960602283,0.012708693044260144,3,8737792,702.6053740584689,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,warm,read_batch_to_torch,0.002431646594777703,0.0024007760221138597,0.0024333749897778034,5,17475584,7186.728547450616,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,cold,read_batch_to_torch,0.01985198234130318,0.019680904981214553,0.019803389033768326,3,17475584,880.2941539818445,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,warm,read_batch_to_torch,0.009137830382678657,0.008822719973977655,0.009129070967901498,5,34951168,3824.88693008049,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,cold,read_batch_to_torch,0.039952589645205684,0.038247470976784825,0.03918903000885621,3,34951168,874.8160835224894,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,warm,read_batch_to_torch,0.00010076579637825489,9.754695929586887e-05,0.00010107195703312755,5,273056,2709.8083855259947,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,cold,read_batch_to_torch,0.001900362685167541,0.0018796310178004205,0.0019080840284004807,3,273056,143.68625638212143,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,warm,read_batch_to_torch,0.00031725140288472173,0.0003117889864370227,0.0003152840072289109,5,2184448,6885.542444058958,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,cold,read_batch_to_torch,0.0075561853203301626,0.006589124968741089,0.007697966007981449,3,2184448,289.0940213076394,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,warm,read_batch_to_torch,0.0005552923888899386,0.0005479349638335407,0.0005578899872489274,5,4368896,7867.739748303907,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,cold,read_batch_to_torch,0.012375550984870642,0.011989187973085791,0.012177312979474664,3,4368896,353.0263828528574,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,warm,read_batch_to_torch,0.0016802145866677165,0.0016551129519939423,0.0016861589974723756,5,8737792,5200.402418437049,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,cold,read_batch_to_torch,0.011308196660441657,0.011030515015590936,0.011251918971538544,3,8737792,772.6954405176336,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,warm,read_batch_to_torch,0.0025020666187629105,0.002413485024590045,0.0024924640310928226,5,17475584,6984.459913637472,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,cold,read_batch_to_torch,0.019165745684100937,0.018195548036601394,0.018484543019440025,3,17475584,911.8134137873371,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,warm,read_batch_to_torch,0.008941227581817656,0.008679943974129856,0.00900364195695147,5,34951168,3908.9898652255088,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,cold,read_batch_to_torch,0.041151696331022926,0.03937969700200483,0.04184127500047907,3,34951168,849.3250853829676,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,warm,read_batch_to_torch,0.00010394840501248837,9.725603740662336e-05,0.00010352599201723933,5,273056,2626.841652521701,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,cold,read_batch_to_torch,0.0018872596556320786,0.0018580990144982934,0.0018792609916999936,3,273056,144.68385374801457,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,warm,read_batch_to_torch,0.00030882759019732473,0.0003048499929718673,0.00030826497822999954,5,2184448,7073.3576575987,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,cold,read_batch_to_torch,0.007436027672762672,0.006563416973222047,0.007367708021774888,3,2184448,293.7654479153414,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,warm,read_batch_to_torch,0.0005530451890081167,0.0005476749502122402,0.0005527230096049607,5,4368896,7899.708896908749,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,cold,read_batch_to_torch,0.013506177657594284,0.013288606016431004,0.013582178973592818,3,4368896,323.47390288794605,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,warm,read_batch_to_torch,0.0017484776093624533,0.0017211730009876192,0.0017389090498909354,5,8737792,4997.371400818829,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,cold,read_batch_to_torch,0.011655309683798501,0.01086718903388828,0.011354273010510951,3,8737792,749.6833835437246,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,warm,read_batch_to_torch,0.0024367721984162928,0.0023877560161054134,0.002411151013802737,5,17475584,7171.611696554046,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,cold,read_batch_to_torch,0.020036971002506714,0.018380947003606707,0.02022333099739626,3,17475584,872.1669556647922,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,warm,read_batch_to_torch,0.008965310198254884,0.008898512984160334,0.008948328963015229,5,34951168,3898.489536569891,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
optB,2026-06-18T20:48:41.306492+00:00,"Opt B: adaptive parallel positional reads (1 thread small, up to 16 large)",nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,cold,read_batch_to_torch,0.040617841334703066,0.039105832984205335,0.039886580023448914,3,34951168,860.4880725194627,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,warm,naive_stack,9.805161971598864e-05,9.578402386978269e-05,9.75060393102467e-05,5,273056,2784.818861645735,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,cold,naive_stack,0.001771501653517286,0.0017456089844927192,0.0017579779960215092,3,273056,154.1381570024798,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,warm,naive_stack,0.0023870715871453286,0.002370280970353633,0.002386745996773243,5,2184448,915.1162502890649,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,cold,naive_stack,0.005544908674589048,0.005243617983069271,0.005297259020153433,3,2184448,393.9556317691557,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,warm,naive_stack,0.005102748202625662,0.0050286249606870115,0.00510637101251632,5,4368896,856.1849079192165,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,cold,naive_stack,0.014798346984510621,0.013861859973985702,0.014639340981375426,3,4368896,295.22864983318124,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,warm,naive_stack,0.011324906791560351,0.010963303968310356,0.011392060026992112,5,8737792,771.5553126239994,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,cold,naive_stack,0.03240428636005769,0.03087269200477749,0.03230538102798164,3,8737792,269.64926500496597,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,warm,naive_stack,0.023257784801535307,0.023124681960325688,0.02330169902415946,5,17475584,751.386434655049,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,cold,naive_stack,0.0711001533200033,0.0670709380065091,0.06927821197314188,3,17475584,245.788274482995,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,warm,naive_stack,0.04742082660086453,0.04697982396464795,0.04748949303757399,5,34951168,737.0425719100141,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,cold,naive_stack,0.1441913090335826,0.13906224601669237,0.14442151004914194,3,34951168,242.3944149911266,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,warm,naive_stack,9.938338771462441e-05,9.664497338235378e-05,9.72159905359149e-05,5,273056,2747.5014313666775,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
optC,2026-06-18T20:52:38.070099+00:00,Opt C: reusable pinned staging buffer + 1MB/thread (<=16); direct-DMA H2D,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,cold,naive_stack,0.0018171236927931507,0.00175109802512452,0.0017701360047794878,3,273056,150.26825145858845,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
